term,warmth,competence,sociability,trust1
suffering,-0.81,-0.53,-0.81,0.455
suffice,0.233,0.008,0.143,0.233
sufficient,0.641,0.176,0.0,0.641
sufficiently,0.143,0.428,0.143,0.125
suffocate,-0.917,-0.12,-0.917,-0.515
suffocated,-0.714,-0.952,-0.714,-0.528
suffocating,-0.792,-0.142,-0.792,-0.472
suffocation,-0.857,-0.076,-0.857,0.0
suffocative,-0.619,-0.704,-0.619,-0.485
suffrage,0.75,0.667,0.75,0.636
suffragette,0.952,0.792,0.952,0.606
suffragist,1.0,0.889,1.0,0.815
suffused,0.4,0.259,0.4,0.042
sugar,0.875,-0.196,0.875,0.485
sugar bowl,0.667,-0.234,0.667,0.121
sugar cookie,0.963,0.108,0.963,0.167
sugarcoat,-0.6,-0.556,-0.048,-0.6
sugarless,-0.292,-0.333,-0.292,-0.03
sugarloaf,0.042,0.037,0.042,-0.03
sugarplum,0.81,-0.417,0.81,0.0
sugary,0.593,-0.185,0.593,0.0
suggestion,0.519,0.116,0.519,0.333
suicidal,-0.905,-1.0,-0.905,-0.767
suicide,-1.0,-0.142,-1.0,-0.095
suicidebombing,-1.0,0.254,-1.0,-1.0
suit,0.593,-0.036,0.278,0.593
suitability,0.694,0.542,0.292,0.694
suitable,0.619,0.444,0.619,0.576
suitableness,0.5,0.519,0.429,0.5
suitably,0.636,0.222,0.25,0.636
suite,0.333,-0.2,0.333,0.033
suitor,0.583,0.092,0.583,0.242
sulfur,-0.292,-0.272,-0.292,-0.061
sulfurous,-0.733,-0.333,-0.667,-0.733
sulk,-0.625,-0.188,-0.625,-0.4
sulkily,-0.625,-0.571,-0.625,-0.333
sulkiness,-0.75,-0.583,-0.75,-0.417
sulking,-0.625,-0.667,-0.625,-0.278
sulky,-0.593,-0.667,-0.593,-0.333
sullen,-0.667,-0.474,-0.667,-0.303
sullenly,-0.636,-0.704,-0.593,-0.636
sullenness,-0.708,-0.593,-0.708,-0.394
sully,-0.75,-0.26,-0.571,-0.75
sulphur,-0.4,-0.534,-0.4,-0.2
sulphuric,-0.429,0.222,-0.429,-0.367
sultry,0.238,0.254,0.238,0.0
sum,0.485,-0.16,0.0,0.485
summarization,0.545,0.519,0.238,0.545
summarizer,0.542,0.519,0.542,0.467
summary,0.182,-0.146,0.042,0.182
summation,0.091,0.188,-0.048,0.091
summer,0.917,0.1,0.917,0.056
summer camp,0.963,0.064,0.963,0.633
summer house,0.857,0.172,0.857,0.152
summer time,0.958,0.068,0.958,0.0
summer vacation,0.952,0.166,0.952,0.167
summerhouse,0.778,-0.114,0.778,0.133
summerlike,0.958,0.0,0.958,0.139
summertime,1.0,-0.09,1.0,0.03
summit,0.095,0.528,0.095,0.056
sump,-0.75,-0.32,-0.75,-0.061
sumptuous,0.625,0.11,0.625,0.212
sumptuously,0.714,0.519,0.714,0.182
sumptuousness,0.542,0.5,0.542,0.167
sun,0.958,0.362,0.958,0.0
sunbath,0.556,-0.208,0.556,0.037
sunbathe,0.958,-0.111,0.958,0.121
sunbather,0.875,-0.292,0.875,0.033
sunbeam,0.917,0.01,0.917,0.394
sunbed,0.25,0.0,0.25,0.0
sunbird,0.63,0.0,0.63,0.028
sunbonnet,0.292,-0.519,0.292,0.028
sunburn,-0.208,-0.106,-0.208,-0.03
sunburnt,0.167,-0.444,0.167,-0.033
sunburst,0.958,0.524,0.958,0.133
sundae,0.905,-0.192,0.905,0.1
sunday,0.905,-0.212,0.905,0.121
sundays,0.792,0.0,0.792,0.455
sundeck,0.625,0.167,0.625,0.091
sunder,-0.571,0.292,-0.571,-0.133
sundial,0.139,-0.188,0.048,0.139
sundown,0.125,-0.11,0.125,0.083
sundress,0.889,-0.5,0.889,0.111
sunfish,0.333,-0.259,0.333,0.03
sunflower,0.952,-0.46,0.952,0.133
sunflower seeds,0.458,0.034,0.458,0.111
sunglass,-0.167,-0.352,-0.167,0.074
sunglasses,-0.19,-0.272,-0.19,0.0
sunglow,0.792,0.037,0.792,0.1
sunk,-0.667,-0.63,-0.667,-0.296
sunken,-0.542,-0.654,-0.542,-0.182
sunless,-0.75,-0.412,-0.75,0.0
sunlight,0.917,0.278,0.917,0.867
sunlit,1.0,0.259,1.0,0.472
sunny,0.917,0.055,0.917,0.182
sunny side,0.958,0.108,0.958,0.148
sunray,0.875,0.333,0.875,0.111
sunrise,0.833,0.28,0.833,0.133
sunroof,0.333,-0.15,0.333,0.03
sunroom,0.762,0.143,0.762,0.091
sunscreen,0.3,-0.076,0.167,0.3
sunset,0.722,-0.404,0.722,0.0
sunshade,0.25,-0.167,0.25,0.139
sunshine,0.963,0.538,0.963,0.167
sunstone,0.571,0.0,0.571,0.03
sunstroke,-0.63,-0.556,-0.63,-0.212
sunstruck,0.444,-0.375,0.444,0.028
suntanned,0.333,0.0,0.333,0.0
sunup,0.619,0.24,0.619,0.03
sunward,0.583,0.238,0.583,0.083
super,0.889,0.56,0.889,0.042
super duper,0.889,0.206,0.889,0.083
superabundance,0.556,0.917,0.556,0.148
superabundantly,0.083,0.444,0.0,0.083
superb,0.571,0.704,0.571,0.472
superbike,-0.524,0.958,-0.524,0.083
superbly,0.639,0.917,0.375,0.639
superbowl,0.583,0.963,0.583,0.033
superbug,-0.875,0.889,-0.875,-0.515
supercar,-0.222,0.963,-0.222,0.2
supercenter,0.121,0.63,0.074,0.121
supercharge,0.417,0.944,0.417,0.242
supercharged,0.083,0.926,0.083,0.067
supercharger,0.091,0.926,0.037,0.091
supercilious,-0.778,0.889,-0.762,-0.778
superciliously,-0.714,0.889,-0.714,-0.697
superciliousness,-0.958,0.458,-0.958,-0.606
supercomputer,-0.667,0.958,-0.667,0.6
superconducting,-0.286,0.667,-0.286,0.033
superconductive,-0.417,0.815,-0.417,0.111
superconductivity,-0.222,0.778,-0.222,0.03
superconductor,0.111,0.708,0.0,0.111
superficial,-0.606,-0.382,-0.571,-0.606
superficiality,-0.704,-0.417,-0.704,-0.7
superficially,-0.625,-0.25,-0.625,-0.485
superfine,0.556,0.542,0.476,0.556
superfluous,-0.417,-0.214,-0.417,-0.152
superfluously,-0.417,-0.25,-0.417,-0.111
supergene,-0.19,0.333,-0.19,0.0
superheat,0.056,0.63,0.056,-0.03
superhero,1.0,0.786,1.0,0.917
superhighway,0.2,0.733,0.0,0.2
superhuman,-0.5,0.79,-0.5,0.485
superhumanly,-0.083,0.926,0.056,-0.083
superintend,0.5,1.0,0.476,0.5
superintendant,0.583,0.952,-0.208,0.583
superior,-0.476,0.88,-0.476,0.167
superiorly,-0.556,0.815,-0.556,0.0
superjet,0.091,0.917,-0.048,0.091
superlative,0.167,0.474,-0.067,0.167
superlatively,0.03,0.81,0.0,0.03
superman,0.867,0.858,0.444,0.867
supermarket,0.567,0.142,0.167,0.567
supermodel,-0.167,0.396,-0.167,0.128
supermom,1.0,0.833,1.0,0.778
supernaturally,-0.182,0.524,0.083,-0.182
supernormal,-0.238,0.917,-0.238,0.03
supernova,-0.037,0.654,-0.037,0.033
superpower,0.762,0.967,0.762,0.111
supersensible,0.125,0.417,0.125,0.037
supersession,-0.167,0.905,-0.167,0.056
supersize,0.0,0.667,0.0,0.0
supersonic,0.121,0.917,0.0,0.121
superstar,0.917,0.76,0.917,0.278
superstition,-0.567,-0.164,-0.375,-0.567
superstitious,-0.515,0.028,-0.333,-0.515
superstore,0.567,0.28,0.167,0.567
superstring,0.0,0.524,0.0,0.0
supertanker,-0.381,0.833,-0.381,-0.028
supervise,0.633,0.778,0.5,0.633
supervised,0.583,-0.185,-0.25,0.583
supervisory,0.639,0.958,0.467,0.639
superwoman,0.667,1.0,0.667,0.515
supper,0.958,0.104,0.958,0.074
suppertime,0.952,-0.078,0.952,0.083
supplant,-0.542,-0.074,-0.542,-0.533
supplanter,-0.667,0.958,-0.667,-0.5
supple,0.417,-0.128,0.417,0.121
supplement,0.375,-0.018,0.375,0.286
supplementary,0.636,0.082,0.238,0.636
suppleness,0.25,-0.37,0.167,0.25
supplicate,0.619,-0.917,0.619,0.242
supplied,0.481,0.148,0.481,0.208
supplies,0.444,0.19,0.444,0.121
supply,0.485,0.206,0.25,0.485
support,0.926,0.474,0.926,0.788
support group,0.905,0.138,0.905,0.848
support level,0.958,-0.068,0.958,0.606
support network,0.958,0.434,0.958,0.917
support system,1.0,0.448,1.0,0.545
supportability,0.81,0.417,0.81,0.636
supportable,0.857,0.625,0.857,0.636
supportably,0.571,-0.296,0.571,0.545
supported,0.944,0.226,0.944,0.636
supporters,1.0,0.116,1.0,0.778
supporting,1.0,0.528,1.0,0.667
supportive,1.0,0.27,1.0,0.767
supposed,-0.028,-0.242,0.0,-0.028
suppress,-0.667,0.018,-0.667,-0.667
suppressant,-0.583,0.333,-0.583,-0.424
suppression,-0.714,0.074,-0.714,-0.667
suppressive,-0.708,0.75,-0.708,-0.667
suppressor,-0.708,0.917,-0.708,-0.485
supremacy,-0.7,0.886,-0.571,-0.7
supreme,0.727,0.974,0.476,0.727
supremely,0.381,0.897,0.381,0.222
supremeness,-0.524,1.0,-0.524,0.222
surcharge,-0.593,0.0,-0.593,-0.333
sure,0.722,0.586,0.25,0.722
sure hope,0.952,0.142,0.952,0.556
sure sign,0.515,0.222,0.381,0.515
sure thing,1.0,0.178,1.0,0.788
surefire,0.728,0.889,0.333,0.728
surefooted,0.778,0.905,0.778,0.697
sureness,0.8,0.833,0.458,0.8
surety,0.879,0.5,0.389,0.879
surf,0.625,0.0,0.625,0.103
surfboard,0.208,-0.226,0.208,0.0
surfer,0.833,0.108,0.833,0.0
surgery,0.611,0.2,-0.333,0.611
surgical,0.611,0.446,-0.375,0.611
surgically,-0.375,0.5,-0.375,0.333
surliness,-0.852,-0.542,-0.852,-0.542
surly,-0.81,-0.174,-0.81,-0.697
surmount,0.375,0.852,0.375,0.296
surname,0.4,-0.014,0.0,0.4
surpass,0.556,0.833,0.556,0.0
surpassed,0.333,0.905,0.267,0.333
surpassing,0.485,0.44,0.25,0.485
surprise,0.556,0.124,0.556,-0.028
surprise party,0.926,0.38,0.926,0.212
surprise surprise,0.619,0.586,0.619,-0.042
surprised,0.583,0.078,0.583,0.091
surprised at,0.238,0.388,0.238,0.0
surprises,0.792,0.264,0.792,0.056
surprising,0.571,0.384,0.571,0.2
surprisingly,0.278,0.638,0.278,0.121
surrealist,-0.5,0.048,-0.5,0.111
surrender,-0.125,-0.628,-0.125,0.061
surrender to,-0.5,-0.104,-0.5,-0.111
surrendering,-0.074,-0.742,0.0,-0.074
surreptitiousness,-0.818,-0.148,-0.667,-0.818
surveillance,-0.667,0.436,-0.667,-0.185
survivability,0.458,0.704,0.458,0.152
survivable,0.333,0.333,0.333,0.208
survival horror,-0.667,-0.172,-0.667,-0.259
survive,0.75,0.452,0.75,0.528
survived,0.625,0.542,0.625,0.2
surviving,0.333,0.442,0.333,0.208
survivor,0.958,0.63,0.958,0.667
survivorship,0.619,0.63,0.619,0.576
sushi,0.167,-0.212,0.167,0.1
suspect,-0.533,0.018,-0.524,-0.533
suspected,-0.667,-0.096,-0.458,-0.667
suspend,-0.125,-0.264,-0.125,-0.083
suspended,-0.375,-0.264,-0.375,-0.083
suspenders,0.133,0.0,0.111,0.133
suspense,0.167,-0.196,0.167,0.033
suspension,-0.429,-0.148,-0.429,-0.061
suspicion,-0.778,-0.246,-0.619,-0.778
suspicions,-0.639,0.0,-0.542,-0.639
suspicious,-0.704,-0.138,-0.625,-0.704
suspiciously,-0.667,-0.333,-0.625,-0.667
suspiciousness,-0.704,-0.625,-0.583,-0.704
sustain,0.917,0.186,0.917,0.6
sustainability,0.952,0.625,0.952,0.639
sustainable,0.722,0.2,0.476,0.722
sustainable development,0.889,0.538,0.708,0.889
sustained,0.583,0.16,0.458,0.583
sustainer,0.704,0.708,0.704,0.641
sustainment,0.641,0.5,0.375,0.641
sustenance,0.905,0.358,0.905,0.194
suture,0.545,0.02,-0.167,0.545
svelte,0.333,0.458,0.333,0.121
swaddle,0.917,-0.833,0.917,0.139
swag,-0.472,0.308,0.444,-0.472
swagger,-0.694,0.076,-0.5,-0.694
swallow that,-0.083,-0.096,-0.048,-0.083
swallowtail,0.238,0.0,0.238,0.056
swam,0.259,0.238,0.259,0.067
swamp,-0.619,-0.53,-0.619,-0.576
swamped,-0.417,-0.46,-0.417,-0.152
swampland,-0.667,-0.481,-0.667,-0.361
swampy,-0.5,-0.176,-0.5,-0.361
swan,0.833,-0.286,0.833,0.667
swanky,0.5,0.556,0.5,-0.061
swanlike,0.333,0.19,0.333,0.185
swansong,-0.381,-0.519,-0.381,0.152
swarm,-0.381,-0.084,-0.381,-0.028
swarming,0.167,-0.13,0.167,-0.148
swarthiness,-0.571,-0.333,-0.571,-0.139
swash,0.458,-0.037,0.458,-0.03
swashbuckler,0.611,0.75,0.611,-0.179
swashbuckling,0.389,0.704,0.389,-0.25
swastika,-1.0,-0.018,-1.0,-1.0
swat,-0.333,0.142,-0.333,-0.033
swatter,-0.476,0.533,-0.476,-0.233
sway,0.143,0.442,0.143,-0.03
swayable,-0.394,-0.667,0.333,-0.394
swearer,-0.515,-0.143,-0.444,-0.515
swearing,-0.762,0.172,-0.762,-0.444
swearword,-0.476,0.292,-0.476,-0.278
sweat,0.4,-0.406,0.4,0.0
sweat it,0.19,-0.162,0.19,0.0
sweatbox,-0.417,-0.667,-0.417,-0.1
sweater,0.905,-0.41,0.905,0.048
sweating,-0.152,-0.47,0.0,-0.152
sweatshop,-1.0,0.204,-1.0,-0.7
sweaty,-0.292,-0.392,-0.292,-0.091
swedish,0.429,0.0,0.429,0.083
sweeping,0.185,-0.29,0.185,0.0
sweet,0.963,-0.236,0.963,0.242
sweet corn,0.625,-0.178,0.625,0.037
sweet dreams,0.917,0.096,0.917,0.212
sweet home,1.0,0.372,1.0,0.75
sweet jesus,0.708,0.172,0.708,0.167
sweet pea,0.958,-0.138,0.958,0.111
sweet potato,0.792,0.034,0.792,0.111
sweet spot,0.917,0.266,0.917,0.139
sweet tea,0.958,-0.266,0.958,0.303
sweet tooth,0.75,-0.276,0.75,0.033
sweetcorn,0.381,-0.519,0.381,0.033
sweeten,0.889,-0.154,0.889,0.273
sweetened,0.741,-0.204,0.741,0.091
sweetener,0.63,-0.34,0.63,0.121
sweeter,0.875,-0.259,0.875,0.133
sweetest,1.0,-0.26,1.0,0.182
sweetheart,1.0,0.018,1.0,0.606
sweetie,0.952,0.028,0.952,0.333
sweetie pie,0.958,-0.166,0.958,0.485
sweetish,0.583,-0.042,0.583,0.133
sweetly,1.0,-0.524,1.0,0.767
sweetmeat,0.833,-0.222,0.833,0.056
sweetness,1.0,0.056,1.0,0.556
sweets,0.905,-0.358,0.905,0.033
sweetshop,0.708,0.0,0.708,0.111
sweetwater,0.81,0.0,0.81,0.455
swell,0.583,-0.304,0.583,0.1
swelling,-0.556,-0.5,-0.556,0.028
swelter,-0.417,-0.458,-0.417,-0.121
sweltering,0.143,-0.276,0.143,0.083
swept,-0.167,-0.068,-0.167,0.0
swerve,-0.444,-0.286,-0.444,-0.306
swift,0.542,0.396,0.542,0.233
swifter,0.273,0.667,0.25,0.273
swiftly,0.267,0.236,0.19,0.267
swiftness,0.242,0.963,0.0,0.242
swim,0.5,0.058,0.5,0.267
swimmable,0.375,0.095,0.375,0.1
swimmer,0.75,0.22,0.75,0.222
swimming,0.542,0.048,0.542,0.091
swimming pool,0.762,0.142,0.762,0.0
swimsuit,0.5,-0.462,0.5,0.139
swimwear,0.625,0.0,0.625,0.091
swindle,-0.933,-0.122,-0.833,-0.933
swindler,-1.0,0.15,-1.0,-1.0
swine,-0.933,-0.446,-0.833,-0.933
swine flu,-0.625,-0.31,-0.625,0.0
swinging,0.458,-0.376,0.458,0.0
swingman,0.375,0.593,0.375,0.083
swingy,0.333,-0.111,0.333,-0.033
swiped,-0.606,0.375,-0.444,-0.606
switch off,-0.524,-0.334,-0.524,-0.056
switch on,0.167,0.16,0.0,0.167
switchblade,-0.778,0.056,-0.778,-0.667
switched on,0.5,0.108,0.5,0.194
switcheroo,-0.455,0.556,0.0,-0.455
switchover,0.042,0.481,0.042,0.033
swizzle,0.042,-0.042,0.0,0.042
swollen,-0.458,-0.446,-0.458,0.0
swollenness,-0.292,0.222,-0.292,-0.1
swoon,0.778,-0.68,0.778,0.0
swoosh,0.042,0.259,0.042,0.03
swordsman,0.3,0.392,-0.083,0.3
swordsmanship,-0.167,1.0,-0.167,0.091
swordswoman,-0.083,0.792,-0.083,0.056
swore,-0.611,0.0,-0.611,-0.528
sycophancy,-0.875,-0.704,-0.875,-0.818
sycophantic,-0.758,-0.926,-0.75,-0.758
sycophantism,-0.875,-0.704,-0.875,-0.633
sykes,-0.083,0.0,-0.083,0.0
syllabically,0.0,0.0,0.0,0.0
syllabus,0.222,0.286,0.083,0.222
symbiosis,0.944,0.259,0.944,0.917
symbiotic,0.905,-0.188,0.905,0.636
symbiotically,0.75,0.407,0.75,0.333
symbol,0.167,0.054,0.167,0.0
symbolic,0.121,0.148,0.042,0.121
symbolical,-0.042,0.208,-0.042,0.037
symbolism,0.194,0.28,-0.048,0.194
symbolization,0.056,0.417,0.0,0.056
symbolize,0.583,0.346,0.583,0.083
symmetric,0.576,0.176,0.0,0.576
symmetrically,0.121,0.524,0.0,0.121
sympathetic,1.0,0.218,1.0,0.7
sympathetically,0.944,-0.333,0.944,0.606
sympathies,1.0,-0.333,1.0,0.25
sympathize,0.956,0.288,0.956,0.576
sympathizer,0.81,-0.292,0.81,0.2
sympathy,1.0,0.268,1.0,0.815
symphonic,0.333,0.132,0.333,0.121
symphonious,0.667,0.5,0.667,0.091
symphonist,0.576,0.583,0.571,0.576
symphonize,0.875,0.444,0.875,0.091
symphony,0.952,0.2,0.952,0.148
symptom,0.083,-0.132,-0.042,0.083
symptomatic,-0.292,-0.018,-0.292,0.03
symptomatically,0.042,-0.375,0.042,0.028
synapse,-0.286,-0.018,-0.286,0.083
sync,0.259,0.34,0.25,0.259
synchro,0.208,0.333,0.208,0.0
synchronically,0.033,0.37,0.0,0.033
synchronicity,0.778,0.519,0.778,0.083
synchronism,0.0,0.37,0.0,0.0
synchronization,0.545,0.542,0.208,0.545
synchronize,0.571,0.308,0.571,0.528
synchronized,0.267,0.583,0.222,0.267
synchronizer,0.667,0.741,0.667,0.03
synchrony,0.762,0.556,0.762,0.741
syncopate,-0.056,0.375,-0.056,0.03
syncopated,0.381,0.444,0.381,0.0
syncopation,0.125,0.333,0.125,0.0
syncope,-0.571,-0.204,-0.571,0.0
syndication,0.125,0.593,0.125,0.0
syndrome,-0.375,-0.508,-0.375,0.033
synergetic,0.792,0.778,0.792,0.485
synergic,0.792,0.75,0.792,0.485
synergism,0.667,0.917,0.667,0.111
synergistically,0.944,0.667,0.944,0.074
synergize,0.556,0.704,0.556,0.152
synergy,0.917,0.44,0.917,0.611
synesthesia,0.519,0.148,0.519,0.056
synonymously,0.303,0.208,0.042,0.303
syntheses,0.1,0.63,0.095,0.1
synthesize,0.5,0.958,0.333,0.5
synthetic,-0.417,0.038,-0.417,0.0
syphilis,-0.875,-0.51,-0.875,-0.606
syphilitic,-1.0,-0.852,-1.0,-0.75
syringe,-0.593,-0.34,-0.593,-0.259
systematical,0.5,0.542,-0.481,0.5
systematically,0.533,0.302,-0.083,0.533
systematization,0.667,0.708,-0.296,0.667
systematize,0.606,0.963,0.056,0.606
systemic,-0.25,0.206,-0.25,0.121
systemization,0.6,0.667,-0.375,0.6
systemize,-0.381,0.958,-0.381,0.091
t-shirt,0.667,-0.432,0.667,0.061
tabasco,0.048,-0.192,0.048,0.028
tablature,0.0,0.148,0.0,0.0
table tennis,0.778,0.172,0.778,0.091
tablemate,0.926,-0.095,0.926,0.303
tableware,0.148,-0.448,0.111,0.148
taboo,-0.63,-0.036,-0.583,-0.63
tabulation,-0.333,0.052,-0.333,0.278
tachometer,-0.222,0.036,-0.222,0.0
tachycardia,-0.481,-0.63,-0.481,0.0
taciturn,-0.905,-0.208,-0.905,-0.152
tack,0.061,-0.138,0.042,0.061
tack on,-0.212,0.222,0.0,-0.212
tackiness,-0.545,-0.556,-0.524,-0.545
tackle,0.182,0.138,0.0,0.182
tacky,-0.5,-0.254,-0.5,-0.394
taco truck,0.857,-0.062,0.857,0.061
tactful,0.926,0.074,0.926,0.778
tactfully,1.0,0.5,1.0,0.815
tactfulness,0.889,0.704,0.889,0.867
tactician,0.212,0.852,-0.148,0.212
tactility,0.375,0.0,0.375,0.067
tactless,-0.852,-0.619,-0.852,-0.606
tactlessly,-0.889,-0.583,-0.889,-0.472
tactlessness,-0.917,-0.571,-0.917,-0.694
tadpole,0.333,-0.564,0.333,0.0
taekwondo,0.519,0.429,0.519,0.222
tag along,0.762,-0.036,0.762,-0.033
tagalong,-0.095,-0.833,-0.095,-0.077
tagline,0.167,0.333,0.167,0.028
tahiti,0.792,-0.296,0.792,0.0
tail end,-0.056,-0.54,0.042,-0.056
tailcoat,0.333,0.5,0.333,0.133
tailgate,-0.583,-0.204,-0.583,-0.2
tailgater,-0.63,0.5,-0.63,-0.528
tailoring,0.389,0.132,0.375,0.389
tailwind,0.208,0.444,0.208,0.152
taint,-0.758,-0.548,-0.667,-0.758
taintless,1.0,0.25,0.81,1.0
take,0.0,-0.304,0.0,0.0
take advantage,-0.758,0.5,-0.704,-0.758
take advice,0.875,-0.108,0.875,0.667
take care,0.958,0.0,0.958,0.833
take chances,0.63,0.04,0.63,-0.167
take charge,0.727,0.414,0.571,0.727
take control,0.556,0.724,0.056,0.556
take cover,-0.429,0.25,-0.429,0.167
take down,-0.259,-0.138,-0.259,-0.182
take drugs,-0.917,-0.42,-0.917,-0.63
take heart,0.917,0.42,0.917,0.767
take heed,0.697,0.032,0.458,0.697
take home,0.1,0.096,0.048,0.1
take in,0.852,0.096,0.852,-0.519
take issue,-0.292,-0.414,-0.292,-0.1
take of,-0.111,0.036,-0.111,-0.03
take offense,-0.458,-0.108,-0.458,-0.2
take out,0.292,-0.222,0.292,0.0
take pleasure,0.852,0.034,0.852,0.133
take pride,0.619,0.2,0.619,0.606
take responsibility,0.926,0.482,0.708,0.926
take solace,0.952,-0.216,0.952,0.639
take stock,0.485,0.2,0.143,0.485
take to,0.792,-0.108,0.792,0.091
take up,0.139,-0.066,0.037,0.139
taken,-0.074,-0.542,-0.074,-0.037
taken aback,0.042,-0.37,0.042,0.0
taken with,0.542,0.1,0.542,0.0
takeoff,0.0,0.252,0.0,0.0
takeout,0.25,-0.264,0.25,0.067
takeover,-0.515,0.722,-0.333,-0.515
taker,-0.542,0.236,-0.542,-0.333
taking control,0.615,0.62,0.429,0.615
tale,0.333,-0.328,0.333,0.0
talent,0.5,0.689,0.5,0.167
talent show,0.833,0.162,0.833,0.091
talented,0.424,0.876,0.125,0.424
talentless,-0.75,-1.0,-0.75,-0.424
talisman,0.25,0.284,0.25,0.111
talk,0.926,0.188,0.926,0.121
talk back,-0.5,-0.1,-0.5,-0.433
talk dirty,-0.667,-0.234,-0.375,-0.667
talk down,-0.81,-0.25,-0.81,-0.424
talk over,0.286,0.068,0.286,-0.091
talk through,0.944,-0.25,0.944,0.067
talk with,0.926,-0.034,0.926,0.152
talkativeness,0.944,-0.458,0.944,-0.037
tall,0.037,0.076,0.037,0.0
tall buildings,-0.292,0.344,-0.292,0.121
tall glass,0.061,0.0,0.042,0.061
tallboy,0.167,0.037,0.167,0.028
tallest,0.167,0.733,0.167,0.0
tallish,0.091,0.0,0.0,0.091
tallness,0.083,0.571,0.083,0.033
tallow,-0.375,-0.42,-0.375,-0.091
tallyho,0.667,0.259,0.667,0.0
talon,-0.429,-0.05,-0.429,-0.167
talons,-0.762,0.05,-0.762,-0.424
tamale,0.619,0.0,0.619,0.19
tamely,0.091,-0.667,0.083,0.091
tamer,0.333,0.63,0.333,0.139
tamper,-0.767,0.09,-0.708,-0.767
tampered,-0.667,-0.407,-0.619,-0.667
tampering,-0.909,0.593,-0.667,-0.909
tamperproof,0.818,0.741,-0.381,0.818
tampon,0.0,-0.31,0.0,0.0
tan,0.238,-0.112,0.238,0.056
tangibility,0.152,0.5,0.125,0.152
tangible,0.733,0.358,0.125,0.733
tanginess,0.042,0.0,0.042,0.037
tangle,-0.222,-0.492,-0.042,-0.222
tangled,-0.481,-0.368,-0.292,-0.481
tantalization,-0.259,0.542,-0.259,-0.152
tantalizer,-0.4,0.792,-0.25,-0.4
tantamount,0.121,0.34,0.0,0.121
tantrum,-0.704,-0.192,-0.704,-0.515
tap dance,0.875,0.226,0.875,0.091
tap dancing,0.733,0.0,0.733,-0.033
tap in,0.185,0.104,0.185,0.152
tap out,-0.5,-0.206,-0.5,-0.061
tapering,0.061,-0.526,0.0,0.061
tapeworm,-0.958,-0.338,-0.958,-0.185
taproom,0.792,0.056,0.792,0.0
tarantula,-0.714,0.088,-0.714,-0.111
tardily,-0.533,-0.625,-0.333,-0.533
tardiness,-0.633,-0.48,-0.542,-0.633
tardy,-0.556,-0.414,-0.375,-0.556
target,-0.167,0.596,-0.167,0.133
target practice,-0.25,0.556,-0.25,0.0
tarlike,-0.571,-0.083,-0.571,-0.472
tarmac,-0.033,-0.204,0.0,-0.033
tarnish,-0.633,-0.316,-0.583,-0.633
tarot card,-0.3,-0.1,-0.095,-0.3
tarred,-0.625,-0.542,-0.625,-0.545
tarry,-0.238,-0.224,-0.238,-0.233
tart,-0.417,-0.562,-0.375,-0.417
tartar,-0.278,-0.576,-0.278,-0.1
taskmistress,-0.63,0.833,-0.63,0.296
taste,0.167,-0.07,0.167,0.1
tastebud,0.148,-0.074,0.148,0.037
tasted,0.185,0.0,0.185,0.091
tasteful,0.583,0.25,0.583,0.485
tastefully,0.606,0.333,0.593,0.606
tastefulness,0.741,0.524,0.741,0.727
tasteless,-0.667,-0.704,-0.667,-0.233
tastelessly,-0.708,-0.417,-0.708,-0.037
tastelessness,-0.714,-0.583,-0.714,-0.361
tastemaker,0.583,0.5,0.583,0.182
taster,0.556,0.167,0.556,0.389
tastily,0.619,0.0,0.619,0.074
tastiness,0.778,0.111,0.778,0.133
tasting,0.4,0.2,0.4,0.083
tasty,0.833,0.11,0.833,0.074
tatter,-0.472,-0.792,-0.429,-0.472
tattle,-0.611,-0.571,-0.583,-0.611
tattletale,-0.63,-0.366,-0.63,-0.407
tattooist,0.167,0.417,0.167,0.167
tatty,-0.571,-0.63,-0.571,-0.152
taught,0.545,0.284,0.375,0.545
taunt,-0.875,-0.29,-0.875,-0.727
tawdriness,-0.758,-0.571,-0.667,-0.758
tawdry,-0.708,-0.204,-0.619,-0.708
tax,-0.467,0.068,-0.467,0.433
tax avoidance,-0.667,-0.134,-0.619,-0.667
tax base,-0.381,0.2,-0.381,0.182
tax bill,-0.583,0.178,-0.583,0.028
tax bracket,-0.333,0.094,-0.333,0.0
tax evasion,-1.0,0.034,-1.0,-1.0
tax fraud,-1.0,-0.428,-1.0,-0.939
tax hike,-0.708,0.064,-0.708,-0.556
tax policy,-0.389,0.3,-0.389,0.0
tax return,0.567,-0.148,0.381,0.567
tax system,-0.19,0.206,-0.19,-0.048
taxed,-0.333,0.0,-0.333,-0.091
taxman,-0.704,0.708,-0.704,0.111
taxonomy,0.167,0.26,-0.083,0.167
taxpayers,0.5,0.111,0.0,0.5
taxpaying,0.606,0.444,0.333,0.606
tbh,0.593,-0.286,0.593,0.091
tea,0.917,-0.26,0.917,0.3
tea party,0.905,0.096,0.905,0.364
teacart,0.048,-0.167,0.048,0.033
teach,0.952,0.704,0.889,0.952
teachable,0.792,-0.259,0.792,0.75
teacher,0.905,0.77,0.905,0.708
teaching,0.926,0.472,0.926,0.767
teacup,0.417,-0.446,0.417,0.0
teahouse,1.0,-0.424,1.0,0.433
teakettle,0.222,0.0,0.222,0.033
teakwood,0.533,0.0,0.381,0.533
