Term,worry,OrdinalClass,MajorityLabel
electroshock,2.43,2,2
beastliness,2.43,2,2
unmerciful,2.43,2,2
slipped,2.43,2,3
asphyxiate,2.43,2,3
damnably,2.43,2,3
bloat,2.43,2,3
antihuman,2.43,2,3
inflammatorily,2.43,2,2
interfere,2.43,2,3
tears,2.43,2,3
despondence,2.43,2,2
abysmal,2.43,2,2
pussy,2.43,2,3
sepulcher,2.43,2,3
avalanche,2.43,2,3
militarization,2.43,2,2
phlebotomy,2.43,2,3
incoherently,2.43,2,3
scratchy,2.43,2,3
earful,2.43,2,3
imprisonment,2.43,2,2
junky,2.43,2,3
feared,2.43,2,3
destabilize,2.43,2,3
sweatshop,2.43,2,2
famine,2.43,2,3
vulnerable,2.43,2,2
macabre,2.43,2,3
frazzled,2.43,2,2
hypersensitiveness,2.43,2,3
cystoscopy,2.43,2,2
ulceration,2.43,2,2
barbed,2.43,2,3
exterminatory,2.43,2,3
tempest,2.43,2,2
ungraciousness,2.43,2,3
despondent,2.42,2,3
sacrilege,2.42,2,3
biohazard,2.42,2,3
devastator,2.42,2,3
nightmare,2.42,2,3
dangerous,2.41,2,2
despairing,2.41,2,3
incest,2.41,2,3
collapse,2.41,2,3
hostile,2.41,2,3
startle,2.4,2,2
hooligan,2.4,2,2
pillager,2.4,2,2
pugnaciously,2.4,2,2
prison,2.4,2,3
whipped,2.4,2,3
reshipment,2.4,2,2
sostressed,2.4,2,2
crawlspace,2.4,2,3
inconceivability,2.4,2,3
squeal,2.4,2,3
yappy,2.4,2,3
unappeasable,2.4,2,2
unmanaged,2.4,2,3
hallucinatory,2.4,2,3
bribery,2.4,2,3
irritated,2.4,2,2
lethally,2.4,2,2
repugnance,2.4,2,3
disobeyer,2.4,2,3
crushing,2.4,2,2
eeek,2.4,2,2
hemodialysis,2.4,2,3
annihilated,2.4,2,3
devastated,2.4,2,3
embezzle,2.4,2,2
hurtfully,2.4,2,3
paperwork,2.4,2,3
helplessness,2.4,2,3
ghostly,2.4,2,3
duress,2.4,2,2
depressiveness,2.4,2,2
fraud,2.4,2,3
airsick,2.4,2,2
tumultuously,2.4,2,2
malignancy,2.4,2,3
devastating,2.4,2,2
tweaker,2.4,2,2
intimidating,2.4,2,2
ravage,2.4,2,2
burglarize,2.4,2,2
unholy,2.4,2,3
hunting,2.4,2,3
burglar,2.4,2,2
terribly,2.4,2,3
traumatism,2.4,2,2
twister,2.4,2,3
tyrannical,2.4,2,2
brainwash,2.4,2,2
faker,2.4,2,2
demolisher,2.4,2,3
foolhardiness,2.4,2,2
revile,2.4,2,2
unwell,2.4,2,2
screech,2.4,2,2
unaffordable,2.4,2,3
breathlessly,2.4,2,3
flincher,2.4,2,3
sullenly,2.4,2,3
flashpoint,2.4,2,3
waylay,2.4,2,2
volcanic,2.4,2,2
queasily,2.4,2,3
persecutory,2.4,2,2
dreading,2.4,2,2
unharmonious,2.4,2,3
insurrection,2.4,2,3
knifelike,2.4,2,2
treacherousness,2.4,2,3
overregulation,2.4,2,2
oppressively,2.4,2,2
franticly,2.4,2,3
nightmarish,2.4,2,2
shelling,2.4,2,2
havoc,2.4,2,3
socialanxiety,2.4,2,3
encephalitis,2.4,2,3
coerciveness,2.4,2,3
criminality,2.4,2,3
tumbled,2.4,2,3
lurid,2.4,2,3
cokehead,2.4,2,3
misgovern,2.4,2,3
inconsolability,2.4,2,3
derailment,2.4,2,3
oppression,2.4,2,3
manic,2.4,2,2
warzone,2.4,2,2
slanderer,2.4,2,3
psychopath,2.4,2,2
ingrown,2.4,2,2
massacre,2.39,2,3
dreaded,2.38,2,2
indefensible,2.38,2,3
freak,2.38,2,3
inflammable,2.38,2,3
foreboding,2.38,2,3
destructive,2.38,2,3
cholera,2.38,2,3
accusation,2.38,2,3
breathless,2.38,2,3
invalidator,2.38,2,3
wantonness,2.38,2,3
craps,2.38,2,3
crazily,2.38,2,3
phobia,2.38,2,2
pandemic,2.38,2,2
hyperinflation,2.38,2,2
omgomgomg,2.38,2,3
inflamed,2.38,2,3
steal,2.38,2,3
maniacal,2.38,2,2
heinously,2.38,2,2
despair,2.38,2,3
asap,2.38,2,3
slaughtering,2.38,2,2
revolting,2.38,2,2
barbaric,2.38,2,3
succubus,2.38,2,3
totalitarianism,2.38,2,3
thievishness,2.38,2,3
offense,2.38,2,3
odious,2.38,2,3
clandestine,2.38,2,3
embitterment,2.38,2,3
flamethrower,2.38,2,2
pitilessly,2.38,2,3
insecurity,2.38,2,2
defilement,2.38,2,2
disinformation,2.38,2,3
infest,2.38,2,2
agitated,2.38,2,2
infectious,2.38,2,3
neurotoxin,2.38,2,3
intense,2.38,2,2
alarmed,2.38,2,3
brushfire,2.38,2,2
smallpox,2.38,2,3
pissingmeoff,2.38,2,3
demolishment,2.38,2,3
shocked,2.38,2,3
demonize,2.38,2,3
turbulently,2.38,2,2
impotency,2.38,2,3
premonition,2.38,2,3
imprison,2.38,2,2
dementia,2.38,2,3
psychoneurosis,2.38,2,3
belligerence,2.38,2,2
spiteful,2.38,2,2
frowner,2.38,2,3
fiasco,2.38,2,2
detonate,2.38,2,2
interrogated,2.38,2,3
cacophonic,2.36,2,3
upsetting,2.36,2,2
alarmist,2.36,2,3
pernicious,2.36,2,3
starving,2.35,2,3
evil,2.35,2,3
torment,2.35,2,3
bombardment,2.35,2,2
hating,2.35,2,3
nefarious,2.34,2,2
invader,2.34,2,3
diarrhoea,2.34,2,3
sleeplessness,2.34,2,2
traumatically,2.33,2,2
joblessness,2.33,2,3
monstrously,2.33,2,3
monstrosity,2.33,2,2
obsessional,2.33,2,3
coercion,2.33,2,3
diseased,2.33,2,3
infatuatedly,2.33,2,3
overbearing,2.33,2,3
militarize,2.33,2,3
belittled,2.33,2,3
threat,2.33,2,3
embarrassment,2.33,2,3
incontinence,2.33,2,3
nutter,2.33,2,3
overtime,2.33,2,3
masks,2.33,2,3
hurtfulness,2.33,2,3
writhe,2.33,2,2
explosion,2.33,2,2
psychotic,2.33,2,2
injury,2.33,2,2
emphysema,2.33,2,3
disrespectfulness,2.33,2,3
deserter,2.33,2,2
bloodthirstily,2.33,2,3
spastically,2.33,2,3
dangerously,2.33,2,3
ferociousness,2.33,2,2
critic,2.33,2,3
intoxicated,2.33,2,3
phallic,2.33,2,3
admonish,2.33,2,3
vengeance,2.33,2,3
homophobic,2.33,2,2
hallucinating,2.33,2,2
megalomania,2.33,2,2
stonehearted,2.33,2,3
smithereens,2.33,2,3
insane,2.33,2,2
junkie,2.33,2,3
condemnation,2.33,2,3
stomachache,2.33,2,2
exhilarating,2.33,2,2
submergence,2.33,2,3
troubles,2.33,2,3
blitzkrieg,2.33,2,3
mistrustful,2.33,2,3
belligerently,2.33,2,2
derisive,2.33,2,3
blaspheme,2.33,2,3
heartbreaking,2.33,2,3
sexualize,2.33,2,3
debilitating,2.33,2,2
unredeemable,2.33,2,2
altercation,2.33,2,2
irksomeness,2.33,2,3
pollution,2.33,2,2
nauseating,2.33,2,2
frenzied,2.33,2,2
hospital,2.33,2,3
awful,2.33,2,2
tormentor,2.33,2,2
angry,2.33,2,2
distrustfulness,2.33,2,3
preposterous,2.33,2,3
assailment,2.33,2,2
predatory,2.33,2,2
intimidate,2.33,2,2
racist,2.33,2,2
sadistically,2.33,2,3
ogre,2.33,2,3
overreact,2.33,2,3
thrasher,2.33,2,3
goddamned,2.33,2,3
tinderbox,2.33,2,3
nausea,2.33,2,3
counterterrorism,2.33,2,3
colitis,2.33,2,2
treasonous,2.33,2,3
fail,2.33,2,2
apocalyptic,2.33,2,2
highjack,2.33,2,3
dementedness,2.33,2,3
obsceneness,2.33,2,3
thievery,2.33,2,2
authoritarianism,2.33,2,2
hysterically,2.33,2,3
anaconda,2.33,2,3
vaginitis,2.33,2,3
unwelcomed,2.33,2,3
suffering,2.33,2,2
detestable,2.33,2,2
perturb,2.33,2,3
squeamishly,2.33,2,3
threaten,2.33,2,2
blockheadedness,2.33,2,3
remilitarization,2.33,2,3
deathliness,2.33,2,3
tarantula,2.33,2,3
misconduct,2.33,2,3
incinerate,2.33,2,3
demolished,2.33,2,3
stabber,2.33,2,2
sicker,2.33,2,3
recession,2.33,2,2
moodily,2.33,2,3
suppository,2.33,2,3
thermonuclear,2.33,2,3
guiltily,2.33,2,3
gangland,2.33,2,2
intolerableness,2.33,2,3
fascist,2.33,2,3
retch,2.33,2,3
panic,2.33,2,3
punish,2.33,2,3
runaway,2.33,2,3
demolition,2.33,2,3
deplorable,2.33,2,2
extortionist,2.33,2,3
besieged,2.33,2,2
disinherit,2.33,2,3
endangerment,2.33,2,2
horrendous,2.33,2,3
frankenstorm,2.33,2,2
gangrenous,2.33,2,3
oversexed,2.33,2,3
cursedly,2.33,2,3
chlamydia,2.33,2,2
hypomania,2.33,2,3
heist,2.33,2,2
colonoscopy,2.33,2,2
banefully,2.33,2,3
unnerved,2.33,2,3
wtf,2.33,2,2
hissy,2.33,2,3
acrimoniousness,2.33,2,3
hateeveryone,2.33,2,2
debauchery,2.33,2,3
unleash,2.33,2,3
blight,2.33,2,3
trampler,2.33,2,2
ultraconservatism,2.33,2,3
unmercifully,2.33,2,2
inquisition,2.33,2,2
defenseless,2.31,2,3
viperous,2.31,2,3
crackdown,2.31,2,2
ruinously,2.31,2,3
assailer,2.31,2,2
tyrannous,2.31,2,2
abominable,2.31,2,3
merciless,2.31,2,3
emergency,2.3,2,2
harmful,2.3,2,2
defraud,2.3,2,2
gunmen,2.3,2,2
rattlesnake,2.3,2,2
insurrectionism,2.3,2,3
distressed,2.3,2,2
slaveholder,2.3,2,2
disheartening,2.3,2,2
doomful,2.3,2,2
nervousness,2.3,2,3
aggravates,2.3,2,2
perplexing,2.3,2,2
debilitative,2.3,2,3
tempestuously,2.3,2,2
blackmail,2.3,2,2
oppressive,2.3,2,2
destroyed,2.3,2,2
infection,2.3,2,2
miscarriage,2.3,2,3
ouch,2.3,2,3
persecute,2.3,2,2
worrisome,2.3,2,2
botched,2.3,2,3
exacerbate,2.3,2,3
stutter,2.3,2,3
threatened,2.3,2,2
pieceofshit,2.3,2,3
hernia,2.3,2,3
rage,2.3,2,2
succumb,2.3,2,3
dismally,2.29,2,3
lockdown,2.29,2,3
luridness,2.29,2,3
insufferably,2.29,2,3
demonic,2.29,2,3
overanxiously,2.29,2,3
photophobia,2.29,2,2
disadvantageous,2.29,2,3
overthinking,2.29,2,2
blackmailer,2.29,2,2
heartbrokenness,2.29,2,3
incomprehensibility,2.29,2,3
misery,2.29,2,3
vile,2.29,2,2
cocaine,2.29,2,3
paranoid,2.29,2,2
repelling,2.29,2,3
insurgency,2.29,2,3
caustic,2.29,2,3
impossible,2.29,2,3
mastectomy,2.29,2,2
worrier,2.29,2,2
cruelness,2.29,2,3
smarmy,2.29,2,3
hijack,2.29,2,2
cackler,2.29,2,3
safecracking,2.29,2,3
sexploitation,2.29,2,3
henpeck,2.29,2,3
jailer,2.29,2,3
ferociously,2.29,2,3
insurmountable,2.29,2,3
defibrillation,2.29,2,3
infuriates,2.29,2,2
imminently,2.29,2,3
crises,2.29,2,2
apprehensive,2.29,2,2
criminalization,2.29,2,3
shrivel,2.29,2,3
derangement,2.29,2,3
dejected,2.29,2,2
pervert,2.29,2,3
trembling,2.29,2,2
trapped,2.29,2,2
inharmoniousness,2.29,2,3
peril,2.29,2,2
chemotherapy,2.29,2,2
tumultuous,2.29,2,2
petrified,2.29,2,3
dictator,2.29,2,2
demon,2.29,2,2
pain,2.29,2,3
slut,2.29,2,3
lunacy,2.28,2,3
disreputableness,2.27,2,3
incarceration,2.27,2,2
unspeakable,2.27,2,3
stealing,2.27,2,2
gallows,2.27,2,3
violence,2.26,2,3
shattered,2.26,2,3
sinister,2.26,2,2
distressing,2.25,2,2
arsonist,2.25,2,2
rabble,2.25,2,3
muggers,2.25,2,2
wrong,2.25,2,3
whiplash,2.25,2,2
hypercriticism,2.25,2,2
excited,2.25,2,2
sensationalize,2.25,2,3
outburst,2.25,2,2
liability,2.25,2,3
breathlessness,2.25,2,2
whore,2.25,2,3
alarmism,2.25,2,2
pus,2.25,2,2
loss,2.25,2,3
hypochondriac,2.25,2,3
breakneck,2.25,2,2
conflagrant,2.25,2,2
anxiousness,2.25,2,2
hazardous,2.25,2,2
riotously,2.25,2,3
shattering,2.25,2,2
embezzler,2.25,2,2
unsecure,2.25,2,2
foreclose,2.25,2,2
frazzle,2.25,2,2
doomsayer,2.25,2,2
accursed,2.25,2,2
invasion,2.25,2,2
suspense,2.25,2,2
stormy,2.25,2,2
drench,2.25,2,3
warty,2.25,2,3
inescapable,2.25,2,3
mob,2.25,2,3
lawbreaker,2.25,2,2
hypochondriacally,2.25,2,3
grenade,2.25,2,2
incarcerate,2.25,2,2
shittest,2.25,2,3
dishonorably,2.25,2,2
tension,2.25,2,2
torture,2.25,2,3
deleterious,2.25,2,3
maladaptive,2.25,2,3
snappishness,2.25,2,3
pertussis,2.25,2,2
underpay,2.25,2,3
treachery,2.25,2,2
unacceptability,2.25,2,3
hypochondria,2.25,2,3
warlike,2.25,2,3
booziness,2.25,2,3
shambles,2.25,2,2
assail,2.25,2,2
overexposure,2.25,2,3
consternation,2.25,2,2
unappeasably,2.25,2,2
shooting,2.25,2,2
angrily,2.25,2,2
motherfucker,2.25,2,2
scalding,2.25,2,3
plague,2.25,2,2
veryangry,2.25,2,3
sinking,2.25,2,3
telemarketer,2.25,2,2
frightful,2.25,2,3
dwarfed,2.25,2,3
eek,2.25,2,3
freakedout,2.25,2,2
pyromania,2.25,2,3
mania,2.24,2,3
brokenheart,2.24,2,3
hysterical,2.24,2,2
agonizing,2.23,2,3
grievously,2.23,2,3
obnoxiousness,2.23,2,2
dehumanize,2.23,2,2
crisis,2.23,2,3
debilitate,2.23,2,2
shuddering,2.23,2,2
overstress,2.23,2,2
depressively,2.23,2,3
insufferable,2.23,2,2
stressor,2.23,2,2
grandiosity,2.22,2,2
dysphoria,2.22,2,2
barbarian,2.22,2,3
bloodsucking,2.22,2,2
unfair,2.22,2,3
excitedly,2.22,2,2
espionage,2.22,2,2
remorseless,2.22,2,3
ambush,2.22,2,3
fucksake,2.22,2,2
unseaworthy,2.22,2,2
overpower,2.22,2,2
gash,2.22,2,3
disapproving,2.22,2,3
ominous,2.22,2,2
miserable,2.22,2,2
incurable,2.22,2,3
vindictive,2.22,2,2
neurofibromatosis,2.22,2,3
crazed,2.22,2,3
violent,2.22,2,3
surgery,2.22,2,2
unimaginable,2.22,2,3
noxious,2.22,2,2
devious,2.22,2,2
clamorously,2.22,2,3
dismal,2.22,2,2
unbelievable,2.22,2,3
invade,2.22,2,2
extremism,2.22,2,2
narcotic,2.22,2,2
decimation,2.22,2,2
speeding,2.22,2,3
pornographically,2.22,2,3
foreplay,2.22,2,3
flustered,2.22,2,2
desertion,2.22,2,2
armaments,2.22,2,2
avoid,2.22,2,3
stress,2.22,2,2
tardiness,2.22,2,3
depressed,2.22,2,3
devil,2.22,2,2
immoderate,2.22,2,3
irrepairable,2.22,2,2
profaner,2.22,2,3
inopportuneness,2.22,2,3
tyrant,2.22,2,2
lewdness,2.22,2,2
inhumane,2.22,2,2
pugnacious,2.22,2,3
heartlessly,2.22,2,2
precipice,2.22,2,2
debilitated,2.22,2,2
sting,2.22,2,3
gangrene,2.22,2,2
anxiety,2.22,2,2
frenetically,2.22,2,2
ruthlessness,2.22,2,3
crematory,2.22,2,3
exorcist,2.22,2,3
quake,2.22,2,2
constrictive,2.22,2,3
assault,2.22,2,3
eczema,2.22,2,3
slander,2.22,2,2
malaise,2.22,2,3
forebode,2.22,2,3
blasphemy,2.22,2,3
striptease,2.22,2,3
immobilization,2.22,2,2
incite,2.22,2,2
cemetery,2.22,2,3
destructively,2.22,2,2
livid,2.22,2,2
fibrillation,2.22,2,3
turbulent,2.22,2,2
villainous,2.22,2,3
exasperate,2.21,2,2
lecherousness,2.2,2,3
wildly,2.2,2,2
blamefully,2.2,2,3
terribleness,2.2,2,3
ghoulish,2.2,2,2
tumult,2.2,2,2
fireworks,2.2,2,2
exploded,2.2,2,2
troublesome,2.2,2,3
carsickness,2.2,2,3
freakishness,2.2,2,3
lifesucks,2.2,2,3
bullet,2.2,2,2
destruction,2.2,2,2
pennilessness,2.2,2,3
unspeakably,2.2,2,3
inflammatory,2.2,2,2
coffin,2.2,2,3
anguished,2.2,2,3
sop,2.2,2,3
palpitation,2.2,2,2
theft,2.2,2,2
vandalize,2.2,2,2
bronchopneumonia,2.2,2,2
swamp,2.2,2,3
disastrously,2.2,2,2
stripteaser,2.2,2,3
solicitude,2.2,2,3
overfeed,2.2,2,3
despondency,2.2,2,3
onslaught,2.2,2,2
subterfuge,2.2,2,2
skanky,2.2,2,3
encroach,2.2,2,3
disfiguration,2.2,2,3
damnation,2.2,2,3
robberies,2.2,2,3
explosions,2.2,2,2
cravenness,2.2,2,2
outrageousness,2.2,2,3
obsessing,2.2,2,2
microgroove,2.2,2,3
childishness,2.2,2,3
unsafeguarded,2.2,2,2
unmanageable,2.2,2,2
imposter,2.2,2,3
unwholesomeness,2.2,2,2
yowl,2.2,2,3
ferocious,2.2,2,2
woebegone,2.2,2,3
enslaver,2.2,2,3
terrorism,2.2,2,3
victimized,2.2,2,2
deceiving,2.2,2,3
ocd,2.2,2,2
motherfucking,2.2,2,2
unwanted,2.2,2,3
thuggish,2.2,2,2
doomsday,2.2,2,3
despicably,2.2,2,3
feverish,2.2,2,2
xenophobia,2.2,2,3
overpowering,2.2,2,2
infamy,2.2,2,2
swarming,2.2,2,3
caesarean,2.2,2,3
missile,2.2,2,3
bugging,2.2,2,2
irately,2.2,2,3
irresolvable,2.2,2,2
deplorableness,2.2,2,2
awkward,2.2,2,3
enema,2.2,2,3
depressurization,2.2,2,2
spiked,2.2,2,3
prostitution,2.2,2,2
spitefully,2.2,2,3
hideously,2.2,2,2
catheterization,2.2,2,2
misogynistic,2.2,2,2
dystopian,2.2,2,2
epidemic,2.19,2,2
saddest,2.19,2,2
hitman,2.19,2,2
depressing,2.19,2,2
abhor,2.19,2,3
incarcerator,2.18,2,2
degrader,2.18,2,2
gunman,2.18,2,2
hemorrhagic,2.18,2,2
skittishly,2.18,2,2
biggestfear,2.18,2,2
disastrous,2.18,2,3
pyre,2.18,2,3
unscrupulousness,2.17,2,2
agitate,2.17,2,2
shitty,2.17,2,2
catheterize,2.17,2,2
humiliate,2.17,2,2
heartsick,2.17,2,2
technophobe,2.17,2,2
decimator,2.17,2,2
machinate,2.17,2,2
futureless,2.17,2,2
blizzard,2.17,2,2
conniving,2.17,2,2
airstrike,2.17,2,2
curdled,2.17,2,2
villainously,2.17,2,3
incalculable,2.17,2,3
freakout,2.17,2,2
hurricanes,2.17,2,2
pathologic,2.17,2,2
incontrollable,2.17,2,2
unmanageably,2.17,2,2
killing,2.17,2,3
radicalization,2.17,2,2
detestation,2.17,2,2
melancholia,2.17,2,3
draining,2.17,2,2
epinephrine,2.17,2,2
needles,2.17,2,2
baleful,2.17,2,2
incapacitate,2.17,2,2
mutilation,2.17,2,3
negativity,2.17,2,2
betrayed,2.17,2,3
awfulness,2.17,2,3
colicky,2.17,2,2
dangerousness,2.17,2,2
startled,2.17,2,2
haughtily,2.17,2,3
intractability,2.17,2,2
attacker,2.17,2,2
hellhound,2.17,2,3
scarification,2.17,2,2
snakebite,2.17,2,2
riled,2.17,2,2
jitters,2.17,2,2
shitting,2.17,2,3
debilitation,2.17,2,2
upchuck,2.17,2,2
twofaced,2.17,2,2
backfire,2.17,2,2
maladjustment,2.17,2,3
relentless,2.17,2,2
cliffhanger,2.17,2,3
emaciate,2.17,2,3
invaded,2.17,2,2
holler,2.17,2,3
clamorer,2.17,2,3
exacerbation,2.16,2,2
poisonous,2.16,2,3
vertigo,2.16,2,2
mutilated,2.16,2,3
stfu,2.15,2,3
tendinitis,2.15,2,2
harm,2.15,2,2
repulsion,2.15,2,3
weep,2.14,2,2
spinelessness,2.14,2,3
skinhead,2.14,2,2
woefulness,2.14,2,2
intubation,2.14,2,2
affliction,2.14,2,2
rushing,2.14,2,2
fiesty,2.14,2,3
flabbergasted,2.14,2,3
insomnia,2.14,2,2
cataclysm,2.14,2,2
grieved,2.14,2,2
crowds,2.14,2,3
sandstorm,2.14,2,2
skullduggery,2.14,2,2
destituteness,2.14,2,2
unseemliness,2.14,2,3
knots,2.14,2,3
overdrawn,2.14,2,3
abyssal,2.14,2,3
mugger,2.14,2,2
subprime,2.14,2,2
carnage,2.13,2,3
disgusting,2.13,2,2
subhuman,2.13,2,3
paralysis,2.13,2,3
upskirt,2.13,2,3
chaotic,2.13,2,2
arson,2.13,2,3
rejection,2.12,2,2
vulgar,2.12,2,3
felony,2.12,2,2
sorrow,2.12,2,2
salmonella,2.12,2,3
unstableness,2.12,2,3
battlefield,2.12,2,2
wrathfully,2.12,2,2
abuse,2.12,2,2
distressful,2.12,2,2
howl,2.12,2,3
nervous,2.12,2,2
fornicate,2.12,2,3
hectic,2.12,2,2
dissension,2.12,2,3
mistreatment,2.12,2,2
viciousness,2.12,2,2
neurosurgery,2.12,2,2
ohgod,2.12,2,3
eviction,2.12,2,2
bewitchery,2.12,2,3
seismic,2.12,2,3
woe,2.12,2,3
asp,2.12,2,3
dicey,2.12,2,3
investigate,2.12,2,3
disconcert,2.12,2,2
endanger,2.12,2,2
injure,2.12,2,2
gobsmacked,2.12,2,2
agressive,2.12,2,2
exultancy,2.12,2,3
faintheartedness,2.12,2,3
insolvent,2.12,2,3
turbulence,2.12,2,2
loathing,2.12,2,3
ragetweet,2.12,2,2
ravenous,2.12,2,2
malaria,2.12,2,2
stressed,2.12,2,2
tumultuousness,2.12,2,2
badfeeling,2.12,2,3
disconcerting,2.12,2,2
detonated,2.11,2,2
maliciously,2.11,2,2
homelessness,2.11,2,2
humiliation,2.11,2,2
hurricane,2.11,2,2
shocking,2.11,2,2
drugged,2.11,2,2
profaneness,2.11,2,3
overburden,2.11,2,2
unsafe,2.11,2,2
specter,2.11,2,2
noisy,2.11,2,3
defective,2.11,2,3
oppress,2.11,2,2
jeopardy,2.11,2,2
megalomaniacal,2.11,2,2
victimization,2.11,2,2
jeopardize,2.11,2,2
mad,2.11,2,2
fucktard,2.11,2,3
restrict,2.11,2,3
distortedness,2.11,2,3
xenophobe,2.11,2,3
neurotoxic,2.11,2,2
freakily,2.11,2,3
hospitalized,2.11,2,2
foolhardy,2.11,2,2
adrenaline,2.11,2,2
disintegration,2.11,2,2
kinky,2.11,2,3
violated,2.11,2,2
venomous,2.11,2,2
shootout,2.11,2,2
rattled,2.11,2,2
tribulation,2.11,2,2
scaremonger,2.11,2,2
disharmony,2.11,2,2
grief,2.11,2,2
skydive,2.11,2,2
spew,2.11,2,2
untreatable,2.11,2,2
acrid,2.11,2,3
dumps,2.11,2,3
diabolical,2.11,2,3
contaminator,2.11,2,2
seethe,2.1,2,2
squall,2.1,2,2
impracticably,2.1,2,3
heatstroke,2.1,2,2
inauthentic,2.1,2,3
pornographic,2.1,2,2
bothering,2.1,2,3
colic,2.1,2,2
shakeup,2.1,2,3
anarchy,2.1,2,2
fume,2.1,2,2
tachycardia,2.1,2,2
menace,2.1,2,2
frenziedly,2.1,2,2
awry,2.1,2,2
epileptic,2.1,2,3
frustrated,2.1,2,2
wreak,2.1,2,2
bankruptcy,2.1,2,2
sweat,2.1,2,3
frustrating,2.1,2,2
repulsively,2.1,2,2
demoralizer,2.1,2,2
sickly,2.1,2,3
swelling,2.1,2,3
punitive,2.1,2,3
annihilation,2.09,2,3
besiege,2.09,2,2
death,2.09,2,3
encephalitic,2.09,2,3
unbearable,2.09,2,3
wrack,2.09,2,2
exasperation,2.08,2,2
carcinogenesis,2.08,2,3
disenfranchisement,2.08,2,2
handgun,2.08,2,2
noose,2.08,2,3
demoralize,2.08,2,2
fraudulently,2.08,2,2
necrotic,2.08,2,3
catatonic,2.08,2,3
spitefulness,2.08,2,2
irritating,2.07,2,2
abominate,2.07,2,2
outraged,2.07,2,2
flooding,2.07,2,2
eerie,2.07,2,2
refugee,2.07,2,2
heartrending,2.07,2,2
raging,2.07,2,2
hell,2.07,2,3
vomit,2.07,2,3
brutalization,2.07,2,2
forced,2.06,2,2
cruelly,2.06,2,2
engulf,2.06,2,3
humiliating,2.06,2,2
heartbroken,2.06,2,3
desolation,2.06,2,3
fainting,2.06,2,2
tense,2.06,2,2
frustrate,2.06,2,3
impeachment,2.06,2,2
mayhem,2.05,2,3
oppressor,2.04,2,2
murderous,2.03,2,3
vomiting,2.03,2,2
gonorrhea,2.01,2,2
drown,2.01,2,3
carjacker,2.0,2,2
angina,2.0,2,2
disconcertedly,2.0,2,2
wiretapping,2.0,2,2
pissed,2.0,2,2
fearsome,2.0,2,2
inundate,2.0,2,2
herpes,2.0,2,2
intrusive,2.0,2,2
insomniac,2.0,2,2
insurrectional,2.0,2,2
mugging,2.0,2,2
meddlesome,2.0,2,2
vandal,2.0,2,3
wailer,2.0,2,2
abject,2.0,2,3
upheaval,2.0,2,2
hotheadedness,2.0,2,2
blowup,2.0,2,3
moderateness,2.0,2,2
warpath,2.0,2,2
ecologist,2.0,2,2
desperate,2.0,2,2
antipathic,2.0,2,3
slaughterhouse,2.0,2,2
covid,2.0,2,2
childbirth,2.0,2,2
stresses,2.0,2,2
stupefied,2.0,2,2
seance,2.0,2,2
dysphoric,2.0,2,2
worst,2.0,2,2
malinger,2.0,2,2
devilry,2.0,2,2
subvert,2.0,2,2
denunciation,2.0,2,2
toxic,2.0,2,2
firefight,2.0,2,2
gunfighter,2.0,2,3
blasphemer,2.0,2,2
intestinally,2.0,2,2
disinterment,2.0,2,2
cesspit,2.0,2,3
unstrung,2.0,2,3
adversity,2.0,2,2
deceived,2.0,2,2
perilous,2.0,2,2
precarious,2.0,2,2
seething,2.0,2,2
agonize,2.0,2,2
infect,2.0,2,2
arraign,2.0,2,2
mope,2.0,2,2
chased,2.0,2,2
hyperirritability,2.0,2,2
electrochemical,2.0,2,2
implacability,2.0,2,3
alarm,2.0,2,2
fuming,2.0,2,2
urgent,2.0,2,2
perfectionistic,2.0,2,3
infliction,2.0,2,3
readapt,2.0,2,2
relent,2.0,2,2
tetanus,2.0,2,2
slumlord,2.0,2,2
punctured,2.0,2,3
shock,2.0,2,2
vicious,2.0,2,2
undermine,2.0,2,2
dumbly,2.0,2,2
grunter,2.0,2,2
impatiently,2.0,2,2
impatience,2.0,2,2
floppily,2.0,2,2
sackcloth,2.0,2,2
sneer,2.0,2,2
unpredictability,2.0,2,3
thievish,2.0,2,2
disgraced,2.0,2,2
insubordination,2.0,2,2
prejudiced,2.0,2,2
conjunctivitis,2.0,2,3
pressurize,2.0,2,2
cutthroat,2.0,2,2
wounded,2.0,2,2
desecrate,2.0,2,2
cureless,2.0,2,2
intrusively,2.0,2,2
stupefy,2.0,2,2
siege,2.0,2,3
malnourish,2.0,2,2
weeper,2.0,2,3
malicious,2.0,2,2
restive,2.0,2,3
torrential,2.0,2,2
interclass,2.0,2,2
backstabber,2.0,2,2
censure,2.0,2,3
fearsomeness,2.0,2,2
macho,2.0,2,3
uncomfortable,2.0,2,3
indigestion,2.0,2,2
mistreated,2.0,2,2
urgently,2.0,2,2
irreparable,2.0,2,2
frenetic,2.0,2,2
combatively,2.0,2,2
bulimia,2.0,2,2
ulcerate,2.0,2,2
disagreeable,2.0,2,2
saboteur,2.0,2,2
aggression,2.0,2,2
executioner,2.0,2,2
beating,2.0,2,2
resuscitation,2.0,2,2
hyperacidity,2.0,2,2
scrutinize,2.0,2,3
stampede,2.0,2,2
neurotoxicity,2.0,2,2
palsy,2.0,2,2
palpitate,2.0,2,2
schizophrenic,2.0,2,2
bedevil,2.0,2,2
incoherence,2.0,2,2
evilness,2.0,2,3
contaminate,2.0,2,2
